Price Ticker Date,Close AAPL,High AAPL,Low AAPL,Open AAPL,Volume AAPL
3/7/2018,41.24438477,41.43761277,41.06529829,41.22317787,126814000
3/8/2018,41.69445419,41.73686798,41.25380525,41.35041564,95096400
3/9/2018,42.41079712,42.41551096,41.80048591,41.93480342,128740800
3/12/2018,42.82081223,42.97869174,42.46499453,42.48384271,128828400
3/13/2018,42.40843964,43.2402546,42.23642219,43.02581978,126774000
3/14/2018,42.04790497,42.53804013,41.89944955,42.49091251,117473600
3/15/2018,42.09740829,42.47208151,41.96073921,42.06206346,90975200
3/16/2018,41.94894791,42.20815169,41.85468904,42.09739977,157618800
3/19/2018,41.30800247,41.81934467,40.92155012,41.78399985,133787200
3/20/2018,41.2938652,41.66146579,41.22317195,41.2938652,78597600
3/21/2018,40.35836029,41.25850983,40.35600157,41.24672703,148219600
3/22/2018,39.78810883,40.69061352,39.72919839,40.05909539,165963200
3/23/2018,38.86676025,40.04025545,38.86676025,39.67972377,164115200
3/26/2018,40.71182251,40.78958471,39.22020993,39.6043071,150164800
3/27/2018,39.66793442,41.27265428,39.33332354,40.9262606,163690400
3/28/2018,39.2296524,40.06382653,38.92567601,39.41109763,166674000
3/29/2018,39.53597641,40.47147454,39.3286105,39.54304538,153594000
4/2/2018,39.27676773,39.80932042,38.75600144,39.26734364,150347200
4/3/2018,39.67972565,39.76455685,38.85262416,39.50299428,121112000
4/4/2018,40.43848038,40.53273564,38.82669169,38.85261243,138422000
4/5/2018,40.71889114,41.05585709,40.54922881,40.66704968,107732800
4/6/2018,39.67736816,40.6434974,39.63495077,40.28767957,140021200
4/9/2018,40.0708847,40.78723412,40.02375707,40.03082603,116070800
4/10/2018,40.82493591,41.00166724,40.41963179,40.76602547,113634400
4/11/2018,40.63407135,40.9828202,40.45969513,40.58458499,89726400
4/12/2018,41.03465652,41.23730858,40.77544915,40.86263904,91557200
4/13/2018,41.17368317,41.43524566,40.96632087,41.18546597,100497200
4/16/2018,41.43053055,41.51771684,41.19724394,41.24437157,86313600
4/17/2018,42.00078964,42.16573816,41.56956478,41.58841655,106421600
4/18/2018,41.90652466,42.13745614,41.68031061,41.89945569,83018000
4/19/2018,40.71889114,41.32920235,40.68590145,40.94510519,139235200
4/20/2018,39.05055237,40.34658204,38.98221424,40.2004853,261964400
4/23/2018,38.93744278,39.33331918,38.66645262,39.31211229,146062000
4/24/2018,38.39546967,39.1942951,37.99016554,39.03877068,134768000
4/25/2018,38.56277466,38.9798616,38.27058116,38.32006392,113528400
4/26/2018,38.69708252,39.05290021,38.49678562,38.67351691,111852000
4/27/2018,38.24937057,38.7230092,37.85113544,38.64524699,142623200
4/30/2018,38.94216156,39.41344515,38.13626706,38.20460519,169709600
5/1/2018,39.84702682,39.87058885,38.94451837,39.21314986,214277600
5/2/2018,41.60726166,41.88531717,40.95453306,41.29149901,266157600
5/3/2018,41.68267059,41.82641221,41.105349,41.44467371,136272800
5/4/2018,43.31803131,43.41700043,41.9842979,42.00314967,224805200
5/7/2018,43.63143158,44.22289114,43.53481759,43.63614183,169805600
5/8/2018,43.84115219,43.88121086,43.28032363,43.59137249,113611200
5/9/2018,44.14983749,44.15926158,43.6455643,43.95896826,92844800
5/10/2018,44.781353,44.8591152,44.2181694,44.23937989,111957200
5/11/2018,44.61104965,44.95877911,44.34138228,44.82394723,104848800
5/14/2018,44.50695801,44.83339873,44.43835998,44.7103915,83115200
5/15/2018,44.10246277,44.25149069,43.78548606,44.18288905,94780800
5/16/2018,44.51405716,44.5802946,43.99837897,44.01493923,76732400
5/17/2018,44.23256683,44.68674323,44.08353891,44.47148147,69176000
5/18/2018,44.07170105,44.42652662,44.02912371,44.27986654,73190800
5/21/2018,44.38396454,44.77190715,44.21364792,44.47148705,73603200
5/22/2018,44.27278519,44.67965227,44.18289486,44.56137704,60962800
5/23/2018,44.55662537,44.58974227,43.94159299,44.08116045,80233600
5/24/2018,44.50695801,44.67017837,44.04805325,44.65362172,92936000
5/25/2018,44.60868073,44.86178781,44.38868695,44.52588663,69844000
5/29/2018,44.4478302,44.64889954,44.20418351,44.37686795,90056400
5/30/2018,44.35320663,44.47148185,44.18289003,44.40524802,74762000
5/31/2018,44.20417404,44.52588274,44.03149325,44.28696813,109931200
6/1/2018,45.00135422,45.00608263,44.41234236,44.46911576,93770000
6/4/2018,45.37747192,45.75358626,45.26392872,45.33252676,105064800
6/5/2018,45.72755814,45.87658605,45.50283597,45.67078835,86264000
6/6/2018,45.88605499,45.90971148,45.39876165,45.8032645,83734400
6/7/2018,45.76304626,45.93809127,45.49810734,45.92389882,85388800
6/8/2018,45.34672546,45.41769133,44.89018478,45.221354,106627200
6/11/2018,45.23553848,45.4105871,44.99425964,45.26392699,73234000
6/12/2018,45.48390579,45.56196785,45.21660271,45.2733761,67644400
6/13/2018,45.11017609,45.62585801,45.04867426,45.5170432,86553600
6/14/2018,45.13381958,45.31596441,44.99661991,45.31123239,86440400
6/15/2018,44.67018509,44.98243341,44.5329854,44.9516807,246876800
6/18/2018,44.64652634,44.76006952,44.28223668,44.44309284,73939600
6/19/2018,43.92504501,44.07643713,43.39517081,43.79494157,134314000
6/20/2018,44.11664963,44.28223419,43.93450481,44.08116851,82514800
6/21/2018,43.87064362,44.5542742,43.74763638,44.29406729,102847600
6/22/2018,43.74289703,44.033853,43.69085566,44.02675678,108801600
6/25/2018,43.09239197,43.74290566,42.75175877,43.38334799,126652400
6/26/2018,43.62698746,44.12374473,43.17990736,43.28635792,98276800
6/27/2018,43.56313324,44.30116951,43.53238053,43.81624035,101141200
6/28/2018,43.88011551,44.04806794,43.4779804,43.54894627,69460800
6/29/2018,43.78784943,44.27987474,43.26743921,44.0669772,90950800
7/2/2018,44.27750015,44.30588865,43.38807199,43.48269431,70925200
7/3/2018,43.5063591,44.45965714,43.41646877,44.4218082,55819200
7/5/2018,43.85644913,44.09536738,43.5915138,43.82333221,66416800
7/6/2018,44.46438599,44.57319717,43.80914026,43.86118165,69940800
7/9/2018,45.08177185,45.10542472,44.77898765,44.82629701,79026400
7/10/2018,45.02737427,45.24736443,44.98715752,45.11253256,63756400
7/11/2018,44.44309616,44.89254054,44.37922653,44.58975627,75326000
7/12/2018,45.18822861,45.27811893,44.78136158,44.83340296,72164400
7/13/2018,45.25919342,45.37983284,45.15747486,45.20005581,50055600
7/16/2018,45.15983963,45.57143503,45.04392863,45.30413552,60172400
7/17/2018,45.28757858,45.38692933,44.75534012,44.88544358,62138000
7/18/2018,45.03919983,45.37037259,44.92802084,45.36564057,65573600
7/19/2018,45.38929367,45.54778201,44.8712477,44.8712477,81147200
7/20/2018,45.28520584,45.51938841,44.98478584,45.3656321,82704800
7/23/2018,45.32542801,45.4082221,44.84049891,45.10543423,63957600
7/24/2018,45.65422821,45.81035234,45.42950605,45.52412477,74791600
7/25/2018,46.08475876,46.09185498,45.51939974,45.66842767,66839600
7/26/2018,45.94045639,46.3544196,45.7985247,46.03507511,76304000
7/27/2018,45.17639923,46.17227811,44.96823731,46.12496875,96096000
7/30/2018,44.92329407,45.46499298,44.72459257,45.39402712,84118000
7/31/2018,45.01317596,45.45079567,44.7884538,45.01554378,157492000
8/1/2018,47.66491318,47.72641499,46.67376627,47.1042898,271742800
8/2/2018,49.05818558,49.29237176,47.39287241,47.44727799,249616000
8/3/2018,49.20011902,49.37753182,48.6063752,48.97302905,133789600
8/6/2018,49.45558548,49.49816281,48.98248476,49.20247486,101701600
8/7/2018,48.9919548,49.55731013,48.90916072,49.51473279,102349600
8/8/2018,49.02507782,49.15754549,48.37929614,48.74121802,90102000
8/9/2018,49.41065598,49.62354992,49.01324937,49.56441231,93970400
8/10/2018,49.26348114,49.63616955,49.05933415,49.22312697,98444800
8/13/2018,49.58157349,50.07532446,49.30383924,49.6860213,103563600
8/14/2018,49.79046249,49.98273974,49.43676494,49.88778918,82992000
8/15/2018,49.90677643,50.02546644,49.45337972,49.66464779,115230400
8/16/2018,50.63790894,50.75422283,50.19875444,50.26522056,114001600
8/17/2018,51.64915085,51.73698031,50.59993148,50.6663976,141708000
8/20/2018,51.14590836,52.02895883,51.06282389,51.77259156,121150800
8/21/2018,51.0461998,51.55656903,50.80644727,51.46399097,104639200
8/22/2018,51.04857254,51.35953978,50.76134113,50.82306225,76072400
8/23/2018,51.15302658,51.52333887,50.94175849,50.95362459,75532800
8/24/2018,51.31206512,51.48772402,51.06281538,51.41651291,73905600
8/27/2018,51.73459244,51.92449714,51.35241053,51.54706023,82100400
8/28/2018,52.15239716,52.35179553,51.967241,51.98860434,91107200
8/29/2018,52.93100357,53.05206972,52.08355866,52.25921758,109019200
8/30/2018,53.41762543,54.18436188,52.79331482,52.99508928,195175200
8/31/2018,54.03481674,54.32916566,53.64788614,53.76894865,173360400
9/4/2018,54.20809937,54.40274909,53.79743296,54.21996909,109560400
9/5/2018,53.85440445,54.51906924,53.43424442,54.35765256,133332000
9/6/2018,52.95948792,53.96835308,52.53220312,53.70248497,137160000
9/7/2018,52.53219986,53.49833467,52.39214652,52.6627596,150479200
9/10/2018,51.82717896,52.66275762,51.38565198,52.44911343,158066000
9/11/2018,53.13751221,53.24433248,51.40701005,51.75121031,142996000
9/12/2018,52.4776001,53.41050179,52.18562008,53.39625957,197114800
9/13/2018,53.74521637,54.20573423,52.83367787,53.05918819,166825600
9/14/2018,53.13514328,53.84728335,52.82180353,53.58853999,127997200
9/17/2018,51.72037125,52.92388633,51.57556926,52.73398155,148780400
9/18/2018,51.80582047,52.66276254,51.53995236,51.69899655,126286800
9/19/2018,51.83667755,52.1334026,51.10792272,51.86753812,108495200
9/20/2018,52.23072052,52.76482551,52.02182496,52.28057191,106435200
9/21/2018,51.66812897,52.5464342,51.58029591,52.40875337,384986800
9/24/2018,52.411129,52.52269789,51.42363094,51.46873372,110773600
9/25/2018,52.74346161,52.89301216,52.15238412,52.16425384,98217600
9/26/2018,52.32330704,53.11378299,52.16663534,52.46098789,95938800
9/27/2018,53.39863968,53.75233725,53.06393295,53.13040269,120724800
9/28/2018,53.5861702,53.60990603,53.17787625,53.36065627,91717600
10/1/2018,53.94697571,54.45971736,53.73096267,54.11076848,94403200
10/2/2018,54.42648697,54.59740086,53.79743141,53.94460585,99152800
10/3/2018,55.08878326,55.42111385,54.54518099,54.60927461,114619200
10/4/2018,54.1202774,55.15525454,53.82117623,54.78256613,128168000
10/5/2018,53.24196625,54.21997445,52.36128835,54.11315416,134322000
10/8/2018,53.11853027,53.36303141,52.27108183,52.74821801,118655600
10/9/2018,53.85440445,53.94935863,52.75770991,53.08766799,107564000
10/10/2018,51.35953903,53.73096663,51.28595181,53.51969857,167962400
10/11/2018,50.906147,52.10491689,50.40053,50.92276534,212497600
10/12/2018,52.72448349,52.90726714,51.4734896,52.32331062,161351600
10/15/2018,51.59692383,52.65801286,51.57556049,52.49896867,123164000
10/16/2018,52.73397064,52.93337261,51.45449246,51.96960668,116736000
10/17/2018,52.50608826,52.85028857,52.06693376,52.76958023,91541600
10/18/2018,51.27883911,52.16189318,50.56195035,51.71561753,130325200
10/19/2018,52.05981445,52.52270479,51.61353883,51.76308941,132314800
10/22/2018,52.37790298,53.02120447,51.97198516,52.17375601,115168400
10/23/2018,52.87165451,52.99509314,50.96549311,51.23373371,155071200
10/24/2018,51.05806351,53.22771657,50.92750378,52.84078963,163702000
10/25/2018,52.1761322,52.55119309,51.45212237,51.6800088,119423200
10/26/2018,51.34529495,52.26870301,50.48360439,51.25034078,189033600
10/29/2018,50.38152695,52.15000703,48.92163793,52.03131704,183742000
10/30/2018,50.63315582,51.07942777,49.67651469,50.12278664,146640000
10/31/2018,51.9529953,52.33042869,51.42126271,51.48298384,153435600
11/1/2018,52.75058746,52.78382052,51.46636071,51.99809325,233292800
11/2/2018,49.25161743,50.71625207,48.76498755,49.74299593,365314800
11/5/2018,47.85345459,48.51811961,47.04161506,48.49675627,264654800
11/6/2018,48.37093353,48.59644385,47.8771826,47.93177899,127531600
11/7/2018,49.8379364,49.86404835,48.45638652,48.8931649,133697600
11/8/2018,49.66404343,50.05232043,49.24955973,50.01897142,101450400
11/9/2018,48.7064476,49.07328676,48.17762493,48.96371298,137463200
11/12/2018,46.25290298,47.60592795,46.16238267,47.40344946,204542000
11/13/2018,45.79077911,46.96990944,45.60497694,45.64785632,187531600
11/14/2018,44.49730682,46.32674464,44.29006315,46.18858341,243204000
11/15/2018,45.59545135,45.72884742,44.5211296,44.87606127,185915200
11/16/2018,46.10044861,46.44346912,45.13094279,45.3786778,147713200
11/19/2018,44.27339554,45.42632286,44.06615548,45.25957777,167701200
11/20/2018,42.15809631,43.2276527,41.80792988,42.48920565,271300800
11/21/2018,42.11046982,42.94181823,42.05568292,42.81318369,124496800
11/23/2018,41.04089737,42.06757797,40.99564086,41.67215141,94496000
11/26/2018,41.59592056,41.67452972,40.55733252,41.50540391,179994000
11/27/2018,41.50541306,41.63166316,40.70503307,40.85510182,165549600
11/28/2018,43.10140228,43.18477299,41.66976834,42.09854393,184250000
11/29/2018,42.77030182,43.54447881,42.329615,43.51112979,167080000
11/30/2018,42.53923416,42.95609864,42.17001061,42.94656828,158126000
12/3/2018,44.02565384,44.05423767,43.16572185,43.93989872,163210000
12/4/2018,42.08902359,43.44681012,41.98897654,43.1037896,165377200
12/6/2018,41.61975479,41.63404671,40.59545837,40.91465662,172393600
12/7/2018,40.13571167,41.56496125,40.09045152,41.32675299,169126400
12/10/2018,40.40012741,40.51684715,38.90656042,39.30436782,248104000
12/11/2018,40.16905594,40.9217912,39.78077535,40.8908266,189126800
12/12/2018,40.28102112,40.95276657,40.26196402,40.59068897,142510800
12/13/2018,40.72169495,41.10759474,40.38820489,40.6121212,127594400
12/14/2018,39.41870117,40.27625235,39.37106025,40.25719525,162814800
12/17/2018,39.05187225,40.10237181,38.76363859,39.41156551,177151600
12/18/2018,39.55925369,39.90703577,39.15906186,39.39488939,135366000
12/19/2018,38.3253479,39.88799436,37.89657207,39.54259292,196189200
12/20/2018,37.35821152,38.61595116,36.99375308,38.20861334,259092000
12/21/2018,35.90513992,37.67502967,35.64311295,37.36535812,382978400
12/24/2018,34.97612,36.1004633,34.9189487,35.29055301,148676800
12/26/2018,37.43919373,37.45348564,34.94991801,35.32628751,234330000
12/27/2018,37.1962204,37.343912,35.7479173,37.12237641,212468400
12/28/2018,37.21529007,37.76078923,36.81510178,37.5178157,169165600
12/31/2018,37.57497025,37.96086644,37.27482553,37.76315316,140014000
1/2/2019,37.61785126,37.83938685,36.73886212,36.89608046,148158800
1/3/2019,33.87083435,34.71170925,33.8255742,34.29722555,365248800
1/4/2019,35.31676483,35.38584728,34.25435774,34.4282488,234428400
1/7/2019,35.23815155,35.4525412,34.754589,35.42157296,219111200
1/8/2019,35.90991211,36.16479681,35.37870846,35.62644356,164101200
1/9/2019,36.51971054,36.81032493,35.64310582,36.0385288,180396400
1/10/2019,36.63643646,36.67693144,35.93610349,36.32676495,143122800
1/11/2019,36.27672195,36.61259636,36.09091987,36.41726754,108092800
1/14/2019,35.73124695,36.03377252,35.54544475,35.93372547,129756800
1/15/2019,36.46254349,36.53876825,35.74315346,35.79555957,114843600
1/16/2019,36.90799332,37.13190969,36.44586865,36.46492575,122278800
1/17/2019,37.12715149,37.55592722,36.50780836,36.73172478,119284800
1/18/2019,37.35582352,37.60832371,37.1557258,37.5178034,135004000
1/22/2019,36.51732635,37.33437893,36.35534285,37.25815418,121576000
1/23/2019,36.66501617,36.95563055,36.13619353,36.71980306,92522400
1/24/2019,36.37440491,36.79841537,36.14572699,36.71027947,101766000
1/25/2019,37.57974243,37.66788198,36.76030888,37.03662776,134142000
1/28/2019,37.23195648,37.23910244,36.60308674,37.11046793,104768400
1/29/2019,36.84606171,37.66788333,36.71028485,37.22005052,166348800
1/30/2019,39.3639183,39.5783043,38.16811172,38.88750174,244439200
1/31/2019,39.64739227,40.25720497,39.19955948,39.56878309,162958400
2/1/2019,39.66644669,40.25243706,39.52590103,39.77125892,130672400
2/4/2019,40.79317093,40.8908372,39.8474837,39.87845194,125982000
2/5/2019,41.49111938,41.70550903,41.0552014,41.17668632,144406400
2/6/2019,41.50541306,41.82223051,41.17430368,41.60307569,112958400
2/7/2019,40.7193222,41.43394701,40.57639579,41.06710424,126966800
2/8/2019,40.76716614,40.82697361,40.29109735,40.42746013,95280000
2/11/2019,40.53271866,40.95855122,40.48965903,40.92027356,83973600
2/12/2019,40.88199997,40.90831541,40.59731579,40.69300994,89134000
2/13/2019,40.71214294,41.26237245,40.64994448,41.00161273,89960800
2/14/2019,40.86047363,40.97051736,40.52076756,40.59971388,87342800
2/15/2019,40.76956177,41.07577577,40.60927816,40.96812304,98507200
2/19/2019,40.89156723,41.01357682,40.54707922,40.5997101,75891200
2/20/2019,41.15471649,41.46332509,40.90591902,40.95376427,104457600
2/21/2019,40.92267227,41.2360629,40.74085883,41.09970374,68998800
2/22/2019,41.37960434,41.38678095,40.9992296,41.04707486,75652800
2/25/2019,41.68103027,42.07336722,41.61404618,41.66428608,87493600
2/26/2019,41.70494461,41.93699788,41.42743708,41.55662326,68280800
2/27/2019,41.83414078,41.86524184,41.32218882,41.43702183,111341600
2/28/2019,41.42265701,41.84370399,41.36763516,41.70255922,112861600
3/1/2019,41.85806274,41.90112238,41.36046403,41.6929935,103544800
3/4/2019,42.06859207,42.52312756,41.61883856,42.0303144,109744800
3/5/2019,41.99202728,42.10446564,41.75518835,42.09011243,78949600
3/6/2019,41.75040436,41.98245766,41.61165057,41.78628738,83241600
3/7/2019,41.26715469,41.73126125,41.15232537,41.59489846,99185600
3/8/2019,41.365242,41.40351966,40.54946719,40.74563745,95997600
3/11/2019,42.7982254,42.85085627,41.94896222,41.98245426,128044000
3/12/2019,43.27909851,43.70014198,42.91068228,43.06139834,129870400
3/13/2019,43.47047424,43.85084897,43.28148055,43.59965681,124130000
3/14/2019,43.95370483,44.04222237,43.67380631,43.99437348,94318000
3/15/2019,44.52547455,44.81494438,43.95610978,44.22165516,156171600
3/18/2019,44.98001099,45.06852489,44.44652563,44.44892027,104879200
3/19/2019,44.62355042,45.21205754,44.47762004,45.05895056,126585600
3/20/2019,45.0134964,45.33167259,44.19293599,44.55178082,124140800
3/21/2019,46.67136765,46.96801408,45.40823387,45.45847376,204136800
3/22/2019,45.70487976,47.29336638,45.64028666,46.73117457,169630800
3/25/2019,45.15224838,45.92735085,44.64029659,45.81491251,175381200
3/26/2019,44.68575668,46.14266972,44.15706059,45.85080892,199202000
3/27/2019,45.08765793,45.39626288,44.62833697,45.15464201,119393600
3/28/2019,45.1474762,45.34842848,44.86279197,45.20249806,83121600
3/29/2019,45.44172287,45.47282393,45.1044078,45.41301645,94256000
4/1/2019,45.75033188,45.85558998,45.06613415,45.84602239,111448000
4/2/2019,46.4153862,46.52064794,45.70487311,45.7144407,91062800
4/3/2019,46.73356247,47.00867539,46.20725377,46.23117822,93087200
4/4/2019,46.81490707,46.97758168,46.20487,46.59959794,76457200
4/5/2019,47.1282959,47.15222035,46.87231812,46.99671871,74106400
4/8/2019,47.86990738,47.90100479,46.97040056,46.9895394,103526800
4/9/2019,47.72636795,48.52778962,47.66177485,47.92253823,143072800
4/10/2019,47.99430847,48.02301855,47.41058685,47.53020181,86781200
4/11/2019,47.59479141,48.08521347,47.47278547,48.04933045,83603200
4/12/2019,47.57564926,47.87947226,46.9393005,47.65459557,111042800
4/15/2019,47.66176605,47.81009105,47.36990532,47.5062681,70146400
4/16/2019,47.66655731,48.17372353,47.5014881,47.7167972,102785600
4/17/2019,48.59477615,48.65458364,47.51345586,47.73593794,115627200
4/18/2019,48.76940918,48.83878425,48.44884198,48.59237773,96783200
4/22/2019,48.92969513,49.02778027,48.40578102,48.523005,77758000
4/23/2019,49.63542557,49.70001867,48.77898197,48.90577354,93292000
4/24/2019,49.55887985,49.8746615,49.53256441,49.60672511,70162400
4/25/2019,49.10911942,49.70240862,49.07084175,49.47992653,74172800
4/26/2019,48.87466431,49.04212449,48.35314128,49.01820004,74596400
4/29/2019,48.94882584,49.27417862,48.76940343,48.89858596,88818800
4/30/2019,48.00626373,48.65936034,47.63306567,48.57802305,186139600
5/1/2019,50.36268616,51.50859592,50.0540775,50.20957915,259309200
5/2/2019,50.03492355,50.87222806,49.79091173,50.19999274,127985200
5/3/2019,50.65693283,50.67846265,50.29330235,50.45119496,83569600
5/6/2019,49.87464905,49.96077196,48.68328516,48.87227517,129772400
5/7/2019,48.53017426,49.62106194,48.04453788,49.25264952,155054800
5/8/2019,48.53974915,49.12347073,48.2646362,48.30051923,105358000
5/9/2019,48.01823425,48.24789295,47.04696127,47.94167892,139634400
5/10/2019,47.35300064,47.75405627,46.29393688,47.41063823,164834800
5/13/2019,44.60088348,45.50385072,43.91165068,45.07878572,229722400
5/14/2019,45.30691528,45.55667086,44.52642407,44.76657521,146118800
5/15/2019,45.84967041,46.04899636,44.6729309,44.7329687,106178800
5/16/2019,45.6479454,46.22190669,45.35015657,45.60712014,132125600
5/17/2019,45.38857269,45.84485847,44.85063273,44.89145799,131516400
5/20/2019,43.96927261,44.2718654,43.29444848,44.07253951,154449200
5/21/2019,44.81221008,45.14842026,44.35592066,44.48080029,113459200
5/22/2019,43.89482498,44.59846973,43.83959125,44.3463103,118994400
5/23/2019,43.14556122,43.35689176,42.70128008,43.17918224,146118800
5/24/2019,42.97985458,43.74113334,42.89580021,43.27523949,94858800
5/28/2019,42.8021431,43.36890002,42.72529663,42.96784799,111792800
5/29/2019,42.59801865,43.07111678,42.26660884,42.36747189,113924800
5/30/2019,42.8189621,43.04230097,42.42751445,42.73490771,84873600
5/31/2019,42.04327011,42.74451114,42.02405758,42.3218427,108174400
6/3/2019,41.61819458,42.72769171,40.8905369,42.17054295,161584400
6/4/2019,43.14075089,43.18638019,41.91117821,42.13211682,123872000
6/5/2019,43.83719254,44.42556583,43.50098237,44.25505689,119093600
6/6/2019,44.48080826,44.54084606,43.74354227,43.96688481,90105200
6/7/2019,45.66474533,46.08981394,44.61288566,44.79059518,122737600
6/10/2019,46.2483139,46.91833407,46.01776716,46.06339647,104883600
6/11/2019,46.78385544,47.06963596,46.49327453,46.79586373,107731600
6/12/2019,46.63495636,47.06242515,46.44283469,46.57731876,73012800
6/13/2019,46.62535858,47.25935767,46.49327834,46.75744249,86698400
6/14/2019,46.28673935,46.49086565,45.70076989,46.00095886,75046000
6/17/2019,46.56292343,46.81988702,46.14986301,46.32517239,58676400
6/18/2019,47.65800095,48.09987824,46.87991347,47.08163958,106204000
6/19/2019,47.5187149,48.00142114,47.38423082,47.95338797,84496800
6/20/2019,47.90056229,48.17673471,47.55714415,48.1190971,86056000
6/21/2019,47.7372551,48.23436984,47.58595867,47.74205915,191202400
6/24/2019,47.68922043,48.06865972,47.59075757,47.67961233,72881600
6/25/2019,46.96636581,47.85252055,46.89912012,47.65319464,84281200
6/26/2019,47.98220825,48.26798875,47.39383857,47.49470163,104270000
6/27/2019,47.96780014,48.40727726,47.92697488,48.09988036,83598800
6/28/2019,47.53072739,47.91016674,47.321797,47.71324099,124442400
7/1/2019,48.40247345,49.10851854,48.18633518,48.79151721,109012000
7/2/2019,48.68585205,48.78191473,48.35684608,48.36885437,67740800
7/3/2019,49.08930969,49.09651394,48.67624932,48.81793765,45448000
7/5/2019,49.04608536,49.25021537,48.72668378,48.83475476,69062000
7/8/2019,48.03504181,48.36644796,47.64839825,48.22475964,101354400
7/9/2019,48.328022,48.39286018,47.74445276,47.83811157,82312000
7/10/2019,48.80592346,48.92599905,48.40487143,48.47451732,71588400
7/11/2019,48.4505043,49.08450332,48.44089987,48.82513959,80767200
7/12/2019,48.82273483,48.99083992,48.55856707,48.61860487,70380800
7/15/2019,49.28142548,49.43992247,48.99084093,49.01245366,67789600
7/16/2019,49.11091995,49.49756353,48.87076875,49.13253268,67467200
7/17/2019,48.83474731,49.25260805,48.81553478,49.00285242,56430000
7/18/2019,49.38949585,49.44232941,48.91879789,48.99084398,74162400
7/19/2019,48.65222549,49.59121746,48.59699175,49.42070852,83717200
7/22/2019,49.76412582,49.76652602,48.89717995,48.90678439,89111600
7/23/2019,50.15317154,50.16998388,49.78093648,50.06191658,73420800
7/24/2019,50.11234665,50.22761819,49.75211988,49.87219547,59966400
7/25/2019,49.71609879,50.2492347,49.64645289,50.16518032,55638400
7/26/2019,49.88901138,50.36690992,49.7449192,49.82656973,70475600
7/29/2019,50.35490036,50.58544712,50.05711523,50.06191928,86693600
7/30/2019,50.13877106,50.47018091,49.78574847,50.13396701,135742800
7/31/2019,51.16180038,53.16225994,50.74393972,51.97351246,277125600
8/1/2019,50.05470657,52.36015927,49.64885417,51.36833377,216071600
